Author_name,#Followers,Author Following,Account Created,Verified,Location,Text,Length,likes,Language,Retweets,Time
ShieldVoC,17698,98,2019-06-08 15:40:33,False,"Stockholm, Sweden","RT @RahulAhir_: @amazonIN @AmazonHelp 
My order delivered in 9/April
Bat not receive 
Up to 11day not helping customers service and not soc…","[0, 140]",0,en,1,2021-04-19 06:56:10
drthrivenibs,93,164,2014-08-12 00:15:56,False,"Bangalore, India",I received different Pigeon item when ordered on @amazonIN @amazon @AmazonHelp sold by Vaishno Trader fulfilled by Amazon. When the same was written with photo in the review they refuse to publish it. 2nd time they r doing this. #amazonbadservice see the pics https://t.co/xULz12d5qT,"[0, 259]",0,en,0,2021-04-19 06:56:01
ModiLeDubega_,419,300,2021-02-19 03:55:05,False,नक़ली विश्वगुरु,@Ali_Champarni @amazon @amazonIN @AmazonHelp @JeffBezos Take the problem into cognizance,"[56, 88]",1,en,1,2021-04-19 06:55:05
prashant2witts,10,139,2016-01-19 17:46:48,False,Ahmedabad,"RT @TecnoMobileInd: The all new #SPARK7 comes with a large 16.55 cm display, to make your entertainment even bigger and better!
  
What are…","[0, 140]",0,en,1,2021-04-19 06:55:04
Khushi24727657,103,1239,2018-12-31 06:20:20,False,india,"Pharma Science Anti Piles Long Relief Ayurvedic Medicine for Piles Powder, ... https://t.co/kMlnJmNEVk via @amazonIN 

#piles_medicine #Piles_medicine_Ayurveda #herbal_medicine #piles_care #bawasir_medicine https://t.co/DnZ2uMkD8b","[0, 206]",0,en,0,2021-04-19 06:54:22
YogeshS34191809,33,24,2019-08-01 09:00:11,False,,"RT @IqooInd: The ultimate duo is here!

The Dual Chipset in iQOO 7 - Dual Chip Monster with with Qualcomm Snapdragon 870 + Intelligent Disp…","[0, 140]",0,en,37,2021-04-19 06:54:17
singhprerna11,3,5,2020-04-14 12:26:12,False,"Noida, India",@AmazonHelp @amazonIN Can someone please help me out ?,"[22, 54]",0,en,0,2021-04-19 06:54:12
menswear_bot,598,51,2019-11-25 15:47:28,False,worldwide,"RT @Euro_Fashions: Maxx Brief - The Comfortable Wear for Daily Life, Sports, Work, Outdoor.
Shop @ https://t.co/p7ngzCf2rI
And @amazonIN :…","[0, 139]",0,en,1,2021-04-19 06:53:58
ChhetriVivek,276,256,2011-09-28 09:12:46,False,India,"RT gizbot ""Amazon quiz contest answers for April 19, 2021 @amazonIN https://t.co/TJPsCCgYTf via @gizbot""","[0, 104]",0,en,0,2021-04-19 06:53:38
justlikeArijit,15,114,2016-03-29 01:11:03,False,"Kolkata, India",Where do I buy  RCB’s away jersey @RCBTweets ? I ordered from @amazonIN the quality and the size was an issue,"[0, 109]",0,en,0,2021-04-19 06:53:35
goel_aseem,9,71,2015-12-20 07:25:45,False,,"@PypAyurved @amazonIN @MoHFW_INDIA at these tough times when people want immunity booster kits to fight covid 19, enterprises like these are selling products 4 times the MRP, immediate action required https://t.co/2Abi6MfVR6","[0, 200]",0,en,0,2021-04-19 06:53:28
ModiLeDubega_,419,300,2021-02-19 03:55:05,False,नक़ली विश्वगुरु,"RT @Ali_Champarni: I did order a product by https://t.co/sEOWYrc6RQ,
But Product got delivered without deliver to me

@amazon 
@amazonIN 
@…","[0, 140]",0,en,3,2021-04-19 06:53:25
ModiLeDubega_,419,300,2021-02-19 03:55:05,False,नक़ली विश्वगुरु,"@amazonIN @AmazonHelp 
Let the problem be resolved. https://t.co/p5S27z9OJD","[0, 51]",1,en,1,2021-04-19 06:53:09
sahana_STPIB,49,6,2017-06-09 05:53:01,False,,RT @Omkar_Raii: Announcement of $250 million #SmbhavVentureFund @AmazonIN for investing in #startups &amp; entrepreneurs focused on technology…,"[0, 143]",0,en,131,2021-04-19 06:52:39
NeesaUl,0,2,2020-03-27 11:02:37,False,"Srinagar, India",@amazonIN Here is a screenshot of my complaint that I have lodged with your customer care regarding faulty product.UR customer care has already investigated into the issue&amp;unilaterally declared the product as genuine without considering facts on ground.Kindly redress my grievance https://t.co/fVOc9zVrbE,"[0, 284]",0,en,0,2021-04-19 06:52:28
pankaj19Patole,5,29,2019-10-12 03:45:43,False,,"#iQOO7Legend5GAmazonQuiz
@amazonIN https://t.co/nq5skWTcHA","[0, 34]",0,und,0,2021-04-19 06:51:42
KureshiTaj,0,0,2021-04-19 06:39:10,False,,@iq00ind@amazonIn#iQ007series https://t.co/TTpXCzb5Qm,"[0, 29]",0,es,0,2021-04-19 06:51:41
ShieldVoC,17698,98,2019-06-08 15:40:33,False,"Stockholm, Sweden","RT @S_h_a_n_a_y_a_a: @amazon @amazonIN @amazonHelp ,While playing the CD, I wasn't able to play few track upon checking on laptop, for that…","[0, 140]",0,en,1,2021-04-19 06:51:35
Fightforbadser1,320,26,2019-11-20 13:49:30,False,"New Delhi, India",RT @MohitOct: @amazonIN @AmazonHelp @JeffBezos My order delay 2 days It's arrive at 16 April but today is 19 April I didn't get my order. W…,"[0, 140]",0,en,2,2021-04-19 06:50:58
Fightforbadser1,320,26,2019-11-20 13:49:30,False,"New Delhi, India","RT @SagarMavani_: I had ordered this for my friend. See, what he got. Only spoons. This is highly unprofessional and not expected from @ama…","[0, 140]",0,en,3,2021-04-19 06:50:52
ShieldVoC,17698,98,2019-06-08 15:40:33,False,"Stockholm, Sweden",RT @Ashi73271059: @amazonIN @AmazonHelp I WANT TO RETURN THIS PRODUCT. BUT NO ONE IS COMING TO PICK IT UP. I DON'T KNOW WHAT IS THE ISSUE.…,"[0, 139]",0,en,1,2021-04-19 06:50:14
RumanaNazarali,19611,917,2010-03-04 17:57:20,False,Bangalore,"It shows same day delivery on @amazonIN if ordered in 30mins and if I do, delivery is after 4 days 🤣🤣🤣🤣🤣","[0, 104]",0,en,0,2021-04-19 06:50:06
RahulAhir_,11,185,2018-12-31 04:12:33,False,"Ahmadabad City, India","@amazonIN This not my solutions.  
I need my refund","[10, 51]",0,en,0,2021-04-19 06:49:46
anirudha_kolay,40,206,2017-12-14 15:44:10,False,,"@IqooInd @amazonIN @dipeshgaikar23 Bhai ye dek
Vivo me Kamal kiya","[19, 65]",1,hi,0,2021-04-19 06:49:36
ShieldVoC,17698,98,2019-06-08 15:40:33,False,"Stockholm, Sweden","RT @MohitOct: I didn't get any call from Amazon and their shows delivery attempted ? 
I filled many form I complain about it many times but…","[0, 140]",0,en,1,2021-04-19 06:49:07
PjKeerthana,254,604,2013-04-11 13:07:41,False,"Chennai, India","@amazonIN hello amazon, trying to sign in!! Since i hv used amazon when i was in US, i m nt able to sign in.. because u r sending notification to the US number. How to change the phone number? Calling customer service. But its of no use! Pls guide me","[0, 250]",0,en,0,2021-04-19 06:48:21
ShieldVoC,17698,98,2019-06-08 15:40:33,False,"Stockholm, Sweden",RT @FILDELHI: @amazonIN @AmazonHelp I have made a payment of Rs. 5900 through Amazon UPI. Payment status is showing successful but it is no…,"[0, 140]",0,en,1,2021-04-19 06:47:40
NehaTulsiyan4,2,8,2019-06-13 05:49:20,False,,RT @djmahendran: Everybody out thr don't ever but from Myntra @myntra. They r fraud. Sending damaged goods &amp; while return pickup they blame…,"[0, 144]",0,en,1,2021-04-19 06:47:04
NehaTulsiyan4,2,8,2019-06-13 05:49:20,False,,@djmahendran @myntra @amazonIN @Flipkart #Banmyntra,"[41, 51]",0,und,0,2021-04-19 06:46:58
NehaTulsiyan4,2,8,2019-06-13 05:49:20,False,,RT @djmahendran: @myntra Everybody out thr don't ever but from Myntra @myntra. They r fraud. Sending damaged goods &amp; while return pickup th…,"[0, 144]",0,en,1,2021-04-19 06:46:47
VIKRAMSINGLA2,70,1114,2012-05-05 11:40:06,False,"Budhlada, India",First time did mistake of ordering directly from @OnePlus_IN @oneplus  instead of @amazonIN .I clearly filled GSTIN details for GSTIN bill but they are resorting to malpractices by saying that they didn't get GSTIN details and that's why they didn't cut GSTIN bill. Fraud!!,"[0, 273]",0,en,0,2021-04-19 06:46:29
I_mSarathKTS,0,26,2020-10-18 15:16:06,False,,"#IQOO7series 
Speed up your tracks with the all 🆕 7
Fuel up in just 22 with an 888 powered engine..
@IqooInd  
Get it from @amazonIN https://t.co/Z0MGyHu07l","[0, 132]",0,en,0,2021-04-19 06:46:26
sunilsao96,2,60,2014-02-05 06:12:06,False,"Raigarh, India",@IqooInd @amazonIN Waiting for iqoo legend,"[19, 42]",0,en,0,2021-04-19 06:46:25
Abhi_S1989,16,51,2013-04-19 19:28:13,False,"Pune, Maharashtra","@ICICIBank_Care Kab? Muhurat nikalwau!!!!
@RBI @amazonIN","[16, 56]",0,da,0,2021-04-19 06:46:15
kp6652,56,463,2010-09-18 22:58:18,False,उत्तरी गोलार्ध,@amazon @amazonIN मैंने “कृष्ण की आत्मकथा वॉल्यूम ।” मंगाई थी और मुझे भेजा गया है कोई रद्दी किताब (जिसे नीचे देख सकते हो)seller “kashiv enterprises” द्वारा https://t.co/Zg5zi7M6oj,"[0, 155]",0,hi,0,2021-04-19 06:45:57
Indian_Retailer,3960,1441,2010-09-08 09:30:21,False,"New Delhi, India","Under this new fund, the e-commerce giant intends to help inspire more SMBs to be able to build brand new businesses.

@amazon @amazonIN #Ecommerce #SMEs

https://t.co/fOyeVzkPQ9","[0, 178]",0,en,0,2021-04-19 06:45:04
974dc6d2748b434,20,168,2014-08-31 12:49:35,False,,"#IWonOnAmason
Thank u so much @amazonIN #Amazon #AmazonQuiz #WheelOfFortune thank u so much i am very happy that i am  first time I won on games #Amazon https://t.co/JGl7VzHZvG","[0, 152]",2,en,0,2021-04-19 06:45:03
Ni3iN_D28,255,619,2013-03-19 08:58:17,False,Ahmednagar (Maharashtra),"@IqooInd @amazonIN @IqooInd Excited To Witness Flagship Redefining Experience With All New #IQOO7series 𝗠𝗿. 𝟯𝟲𝟬😊👍

 @TechnicalGuruji #TGFamily 🎊 https://t.co/yWPdRDdyna","[19, 168]",0,en,0,2021-04-19 06:44:20
Ni3iN_D28,255,619,2013-03-19 08:58:17,False,Ahmednagar (Maharashtra),"RT @IqooInd: The ultimate duo is here!

The Dual Chipset in iQOO 7 - Dual Chip Monster with with Qualcomm Snapdragon 870 + Intelligent Disp…","[0, 140]",0,en,37,2021-04-19 06:44:02
Khushi24727657,103,1239,2018-12-31 06:20:20,False,india,"Pharma Science Muscle Mass and Weight Gainer Supplement Powder Pharma Scien... https://t.co/uGgqcXmXIi via @amazonIN 

#weightgainer #muscle_gainer #protein_powder #ashwagandha #safed_musli #ayurveda #weight_increase https://t.co/xAgjcD4osQ","[0, 216]",0,en,0,2021-04-19 06:43:43
Euro_Fashions,1215,409,2012-10-10 04:17:24,False,"Kolkata, India","Maxx Brief - The Comfortable Wear for Daily Life, Sports, Work, Outdoor.
Shop @ https://t.co/p7ngzCf2rI
And @amazonIN : https://t.co/WgKGBq6CfF
Also @Flipkart : https://t.co/283xVoqMj3
#vest #brief #trunk #trunks #underwear #men #menswear https://t.co/Qvr9IAuCSx","[0, 238]",0,en,1,2021-04-19 06:42:03
bijoshpv,102,687,2016-05-01 15:46:36,False,"Cochin, India","@AmazonHelp It was not a request to reinstate rather a feedback,so that you are aware of the service provided by @EcomExpress_Ofc @ecom_express .Would you believe ! ,first order was placed on 13,March on @amazonIN and till today,I don’t have the product?It’s no joke...","[12, 269]",0,en,0,2021-04-19 06:41:48
NeerVaishnav,77,580,2013-02-09 05:02:28,False,Kota ,RT @NeerVaishnav: @amazonIN @rssharma3 @Chetankrishna I do not know how much time it will take for you to solve my problem. But because of…,"[0, 139]",0,en,1,2021-04-19 06:40:09
badan_borah,25,33,2016-05-04 09:34:22,False,,RT @Omkar_Raii: Announcement of $250 million #SmbhavVentureFund @AmazonIN for investing in #startups &amp; entrepreneurs focused on technology…,"[0, 143]",0,en,131,2021-04-19 06:40:07
Prakash_singh78,4319,3411,2011-11-06 06:55:30,False,"नई दिल्ली, भारत",@kapsology @amazonIN और सस्ता हो गया अब तो ..धिक्कार है अमेज़न पर जो ऐसे लालचियों से व्यापारिक संबंध रखता है। यही मास्क 100 के 4 बिकते थे कुछ दिनों पहले और अब 1348 के 4 बेचने में लगे हैं। https://t.co/C9Iyxdj2KD,"[21, 187]",0,hi,0,2021-04-19 06:40:00
Khushi24727657,103,1239,2018-12-31 06:20:20,False,india,"Pharma Science Naturals Aloe Vera Healthy Juice 500ml | Rich in Fiber | Boo... https://t.co/lHwNgbwOB6 via @amazonIN 
#alerova_juice #aloe_vera_detox #aloe_vera_juice_organic
#aloe_vera_drinking #real_juice #Weight_loss #hairLoss #SkinCare https://t.co/b5frvenk4U","[0, 239]",0,en,0,2021-04-19 06:37:49
Stellaris_VP,2861,71,2017-01-28 10:02:11,False,India,"Up next on #D2CDialogues, we'll be discussing how to take your brand global from India. We'll be joined by Manish Chowdhary, co-founder, @WOWSkinScience, and @sinfulstar, Brand Program Lead, @amazonIN Global Selling.
Register: https://t.co/zk5UP0RFsH https://t.co/BFNMtR6V8N","[0, 250]",6,en,0,2021-04-19 06:37:42
Chandler_Offl,334,566,2011-12-09 03:59:48,False,"Chennai, India",@AmazonHelp I have shared my details and it's been 5 days and my issue neither fixed not received any response from your end. What's going on @PrimeVideoIN @amazonIN @AmazonHelp,"[12, 177]",0,en,0,2021-04-19 06:37:12
FarhanA45969714,3,24,2020-11-19 10:13:30,False,,"@IqooInd, @amazonIN #iQOO7Series this is the best phone with best gaming experience 😍😍😍 https://t.co/CajENuHRqH","[0, 87]",1,en,0,2021-04-19 06:35:35
NeerVaishnav,77,580,2013-02-09 05:02:28,False,Kota ,"@amazonIN @rssharma3 @Chetankrishna I do not know how much time it will take for you to solve my problem. But because of you I am having a lot of trouble and I have also become very upset. Therefore, you are requested to tell me the right time whether my problem will be away from you or not","[36, 291]",1,en,1,2021-04-19 06:35:12
rajashish832,5,23,2015-08-12 10:16:06,False,लक्ष्मी चौक (पश्चिम मुजफ्फरपुर,"@amazonIN @AmazonHelp 
My Account is Block And I am not Able to see my order Product that was delivered on 17.04.2021 now I want to return that Product But in my order I can't Able to see that product please help me out https://t.co/q7biPKwTWL","[0, 219]",0,en,0,2021-04-19 06:34:00
Bhavyamodha_365,2,73,2019-10-30 10:19:05,False,,"@IqooInd,@amazonIN,#IQOO7series https://t.co/svIw0SYu43","[0, 31]",1,und,0,2021-04-19 06:32:41
ShieldVoC,17698,98,2019-06-08 15:40:33,False,"Stockholm, Sweden",RT @MohitOct: @amazonIN @AmazonHelp @JeffBezos My order delay 2 days It's arrive at 16 April but today is 19 April I didn't get my order. W…,"[0, 140]",0,en,2,2021-04-19 06:32:24
gizbot,24711,699,2011-10-31 12:00:27,True,,"Amazon quiz contest answers for April 19, 2021 @amazonIN https://t.co/PFVJ7QWgZc via @gizbot","[0, 92]",2,en,0,2021-04-19 06:30:20
AlickRumao,7,135,2019-12-21 04:19:55,False,"New Delhi, India","Dear Amazon, oximeters are important device during pandemic. They're selling thrice of their price by retailers on Amazon. You are the leader, please take action against such retailers/ Hoarders. This is time for price hygiene, Humble Request.
@JeffBezos @amazonIN","[0, 264]",0,en,0,2021-04-19 06:30:10
Arun_Balaji_AR,194,818,2009-12-15 12:49:57,False,"Chennai, India","#OnePlus9seriesAmazonQuiz
@amazonIN @OnePlus_IN https://t.co/xkkzppYY3k","[0, 47]",0,und,0,2021-04-19 06:30:05
TecnoMobileInd,26963,26,2017-03-23 09:20:17,True,,"The all new #SPARK7 comes with a large 16.55 cm display, to make your entertainment even bigger and better!
  
What are waiting for? Get it now!

Available at price starting just ₹7499 on @amazonIN !

Check it out now: https://t.co/onCXpntOxB

#TECNO #TECNOMOBILEINDIA #SPARKUP https://t.co/HMAMXfHjLU","[0, 277]",6,en,1,2021-04-19 06:30:00
Raman82010128,4,3,2021-04-18 12:33:45,False,,"RT @OffersGuru_co: R.S.Khurmi ENGINEERING TEXTBOOKS (Paperback) on @amazonIN 😷😷😷📚

To BUY : https://t.co/lS5PXMZmpf

#StudentsBoycottOfflin…","[0, 140]",0,en,1,2021-04-19 06:29:53
kedarmehendale,823,1821,2007-09-04 08:50:00,False,"ï¿½T: 19.05363,72.895094",@shesturningblue @amazonIN No no. See this. Pack@of 100 https://t.co/hs7stQck08,"[27, 55]",0,en,0,2021-04-19 06:29:18
ShieldVoC,17698,98,2019-06-08 15:40:33,False,"Stockholm, Sweden",RT @Jagdish01442453: Seriously pathetic service Amazon you cheat people. Worst customer centric company ever @JeffBezos @AmazonHelp @amazon…,"[0, 140]",0,en,1,2021-04-19 06:29:03
OffersGuru_co,130,2924,2021-02-26 11:28:50,False,INDIA,"R.S.Khurmi ENGINEERING TEXTBOOKS (Paperback) on @amazonIN 😷😷😷📚

To BUY : https://t.co/lS5PXMZmpf

#StudentsBoycottOfflineExams #StudentLivesMatter #IndiaFightsCorona #COVID19India #COVIDIOTS #bibliophile #author #mechanicalengineering #CivilEngineering #engineer #books 📚📚📚","[0, 273]",1,en,1,2021-04-19 06:29:00
RupaKnitwear,7342,554,2010-09-03 06:54:00,False,India,"Looking for Comfort, Style &amp; Uniqueness for Kids ? then Look only for Frontline.
Shop HUNK Drawer @ https://t.co/CR4VksBdcJ
Also shop @Flipkart : https://t.co/AasTNSLnMI
And @amazonIN : https://t.co/n2MPWCMscr
#vests #briefs #trunks #innerwear #kid https://t.co/xJZQvlnLGu","[0, 252]",1,en,1,2021-04-19 06:28:05
shesturningblue,1409,1144,2008-02-21 09:30:20,False,,@kedarmehendale @amazonIN Only Amazon brand.. and not others. A pack of 50 may not be the wisest buy.,"[26, 101]",0,en,0,2021-04-19 06:27:47
kedarmehendale,823,1821,2007-09-04 08:50:00,False,"ï¿½T: 19.05363,72.895094",@shesturningblue @amazonIN They are available. You won’t get the fancy ones. But surgical masks are available. https://t.co/1r9FVupxbo,"[27, 110]",0,en,0,2021-04-19 06:26:45
ShopClues,77990,283,2011-07-14 06:00:53,True,India,"@mesanjeevhoon @amazonIN @Flipkart Yes, you can go ahead and place the order on shopclues as we are still delivering products to our customers keeping in mind the regional restrictions.","[35, 185]",0,en,0,2021-04-19 06:25:47
Khushi24727657,103,1239,2018-12-31 06:20:20,False,india,"Pharma Science Aloe Vera Juice with Rich Fiber, All-Rounder Tonic for Skin ... https://t.co/admi2eiFxp via @amazonIN 
#alerova_juice #aloe_vera_detox #aloe_vera_juice_organic
#aloe_vera_drinking #real_juice #Weight_loss #hairLoss #skincare https://t.co/ibgXHE7jBQ","[0, 239]",0,en,0,2021-04-19 06:24:58
ErAmitKatiyar,1,119,2020-04-11 14:17:48,False,"Jodhpur, Rajasthan","Sir @Cleartrip @amazonIN
From last one month, I have been filed lot of complaints regarding the refund of my tickets whose PNRs are C9PYGM and NY6SWP. But can't get any refund from your side till now. This is not a big issue so why is it still taking so long? 
@DGCAIndia","[0, 271]",0,en,0,2021-04-19 06:24:23
