labels,Text,likes
-1,"#aapl:android phones to dominate through 2018, while ios phone revenue will ...",428
0,holiday weekend @apple v #android who came out on top?  ,800
-1,@apple need to sort this b*llshit out with safari in yosemite! 'safari can not find server' #apple #macbook #yosemiteproblems #yosemite,856
0,"apple: canaccord, merrill up targets on iphone cycle; mostly priced into the stock, says pac crest $aapl #aapl ",853
-1,.@apple faces $1b lawsuit over ipod allegations:  #legal #tech #lawsuit,621
0,#aapl:here's why apple won't be a trillion dollar company according to billi...,238
0,@apple gets patent to prevent cracked screens by rotating #iphones as they fall:   #apple,638
-1,@tim_cook not happy with @apple @appstore backwards compatibility should be a given.  it is for my other apps why not aperture?? money grab?,679
0,rt @ace_kit_uk: apple macbook (å£949.86)  @office_nerd @apple #tech ,340
0,why isn't @apple on twitter? ,61
0,@ggwpapple higher ups can link that link back to your @apple.com email address,1793
-1,hey @apple: love ya but #applecare low-fi hold music is awful. would prefer to hear tips on using apple gear.  better use of my hold time.,107
0,macbook pro 13   non-retina first startup:  via @youtube @apple #macbook #macbookpro #startup #hipster,1456
0,macbook pro 13in unboxing:  via @youtube @apple #macbook #macbookpro #startup #hipster #unboxing,451
0,ipad mini unboxing!:  via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unboxing,585
0,ipad mini first time startup!:  via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unbox,423
-1,apple's iphone 6 may face patent dispute from chinese vendor with look-alike device $aapl #aapl ,128
0,eddy cue speaks about ibooks price-fixing case: 'we feel we have to fight for the truth'  #aapl,623
0,russia could ban apple inc. iphone for lawmakers [report]  #aapl,446
-1,"as a die hard @apple customer, i must say i am truly displeased with the customer service i was given yesterday. #badservice #apple",188
0,i would like an @apple rep to reach out to me and resolve the issue @tim_cook,24
0,$aapl has 4 analyst ratings in the last 7 days and 100% are positive. median target: $137.5 (19% upside).  #aapl,324
0,rt @ace_kit_uk: apple macbook (å£949.86)  @office_nerd @apple #tech ,60
0,@ace_kit_uk @office_nerd @apple is this deal still available?,309
1,cnbctv:  #apple arguably most innovative company in world: pro #aapl ,205
0,"@themancbear @ace_kit_uk @apple hi craig!  yes, this offer is still available. please visit us online  to purchase.",885
0,cnbctv:  day 1: #apple's antitrust trial #aapl ,908
0,#aapl i think it will be valued at 140-145s at next year.death of steve jobs damaged #samsung more than apple +,1208
0,eu: nice iphone ya got there. pity if something were to happen to it.  @apple @applenws @iphone_news,296
0,#aapl:apple heads to trial with steve jobs as a witness...,481
0,rt @jopocop: bloombergtv:  #stevejobs testimony to play key role in #ipod trial  #aapl,46
0,deutsche bank sees risk of apple iphone's 'sharp production cuts' $aapl #aapl ,613
0,"#verrì_cktes #gerì_cht: #iphone6s zum @apple [#apple] watch. (#tuesday, 2 #december) ",18
0,@google #chromecast leapfrogs @apple #tv as the aging media player loses ground to rivals ,2333
0,@apple gets patent to prevent cracked screens by rotating iphones as they fall  @tim_maliyil ,243
-1,@apple plz kill verizon soooo i don't have weird apps and passcodes and synchronized locations on everything,1090
-1,rt @elmetifi: #aapl i think it will be valued at 140-145s at next year.death of steve jobs damaged #samsung more than apple +,571
-1,strikes me as somewhat stupid that @apple have sent me a brand new iphone without the latest software on. so i can't restore my old stuff.,72
-1,@apple really needs to do something about these bullshit cords,32
0,back from the dead: old ipods drag apple to court  #aapl #stevejobs,1431
0,"up 169%, is #apple supplier #skyworks still a buy? #swks  #aapl #brcm #mu #qcom #vti ",890
1,5 gorgeous #iphone #apps with surprising designs and amazing visuals | bgr #aapl ,4358
0,rt @idsa: legendary @apple designer @susankare gives young designers 2 simple rules to follow.  via @fastcodesign,533
-1,@apple ??? my iphone 3 which has been sitting quietly for a year in a protective case just split open at the back ,157
0,@ncrcorporation silver merchants prefer #bitcoin to @apple #applepay   #payments #retail #banking,991
-1,"yes @apple, now is a perfect time to lock my screen and install a software update without asking. #not",701
-1,"me too. mt @msnarcissistic as a die hard @apple customer, i am truly displeased with the customer service i was given yesterday. #badservice",21
0,chinese phone vendor claims apple's iphone 6 looks too similar $aapl #aapl ,88
1,@samjam agreed--have to give props to @apple for battery life on new iphones. it's so good. #tl_chat,151
0,#winter can be scary but you can stay safe #winnipeg with our free @apple app ,1463
0,apple - fibonacci technicals levels - intraday  update - $aapl #aapl  ,713
0,rt @jpdesloges: apple - fibonacci technicals levels - intraday  update - $aapl #aapl  ,317
-1,@apple i hate the microphone shit on the imessage please take it the fuck off,356
0,a4: sounds like i need to upgrade to the @apple iphone 6+. although my spacious purse holds many items! @tommyhilfiger @storeystl #tl_chat,71
0,#apple patents method to make #iphones fall like a cat #aapl ,765
0,#aapl:apple should fight the new court case over steve jobs' drm decision...,329
-1,#apple in the dock: $1 billion antitrust claim casts #stevejobs as conspirator #aapl ,631
0,#apple bears get paid as put contracts double amid drop #aapl ,504
1,"@sjspencee @apple hell yeah steve, stick it to the man!",380
-1,"dear @apple, i've been an apple user for over 20 years and can't remember a bug like this current safari on. #fixit! ",274
-1,"dear @apple.  kindly fuck off with your .m4a format.  regards, music listeners everywhere.",269
0,"if @blackberry were like @apple, 10.3.1 would have been released already. bb is not playing catch up, they have time to assure it's perfect.",237
0,a6: speaking of wearables! the new @fitbit chargehr &amp; an @apple iphone 6. i want to eat latkes and run in place. #tl_chat @travlandleisure,29
0,@littlewordbites @apple @tommyhilfiger sounds like we'd travel well together then! #tl_chat,1500
1,@littlewordbites @travlandleisure @apple  &gt; a5: chipping in here- i am inspired by the iphone 6+~ takes incredible photos! pin sharp!,343
1,was pleased to meet a fellow tweep at @apple #connected event!  a fellow #tbcoach practitioner @wyokari it was great to meet irl #txed,953
0,our buddies @arccosgolf are at eye level in the @apple store #startups @ctnext @stamfordicenter #nice ,114
0,"apple watch on track for february 2015 release, testing underway [rumour]  $aapl #aapl ",4
-1,@uberfacts i can think of 100 reasons not to if your on a 4s. fuck @apple,290
0,"rt @jpdesloges: apple watch on track for february 2015 release, testing underway [rumour]  $aapl #aapl ",274
0,rt @ppropp: our buddies @arccosgolf are at eye level in the @apple store #startups @ctnext @stamfordicenter #nice ,48
0,@midnight its unfollow unlike tuesday? how many can you unlike #unfollow? #socialcleanuptuesday,154
0,@tomadler @shortyawards @apple i agree.  'get' does not explicitly imply free.,263
-1,@sometimesboring also wtf @apple i dont even live in kirkby,27
1,"the #innovation sector has the largest multiplier effect when it comes to jobs! @apple employs 13,000, while creating 70,000 indirect jobs!",95
0,"morgan stanley sells apple inc., but aapl stock still a buy $aapl #aapl ",125
-1,there's a movie in my itunes match / icloud that i can't remove. actually it's a trailer. very annoying @apple.,259
1,silver finish: the #applewatch places second before it's even out  via @macworld #aapl,41
-1,siri be on that bull shit telling me it's not gonna rain and shit da fuck i pay for her for @apple,550
1,@apple give me a job so i never have to suffer through windows os for personal nor work use,9
0,#nasdaq100 #recent #market #exit #4: sold $aapl long for a 10.49% #gain in 20 days. #aapl #forex #trading #stocks,825
-1,.@google unseats @apple in u.s. classrooms as #chromebooks beat #ipads,1316
1,"@macmall is the @united of shopping. you have paid, but you may or not receive your goods (or flight). @apple far better at #custserv",592
0,waiting on my #ipod - bubblews  via @apple #apple,177
-1,changing words that aren't even misspelled like where do they really do that at???? i would really like to know. @apple,511
-1,russia could ban #apple inc. iphone for lawmakers [report]  #aapl,434
0,there is a lot more that goes into building a brand.  you don't becom @apple just by picking a good name. @itsaventum_ @theaphotic,67
0,#apple inc. short interest down significantly in november  #aapl,85
0,don't worry @bentkraus. you can crash anything. not even @apple can stop you,403
-1,.@apple macmail on os x #yosemite is really giving me a hard time. is there an alternative email program out there? #yosemiteproblems,130
-1,russian lawmaker thinks the iphone is stealing state secrets $aapl #aapl ,1397
0,apple - fibonacci technicals levels - last intraday  update - $aapl #aapl  ,1902
0,rt @jpdesloges: apple - fibonacci technicals levels - last intraday  update - $aapl #aapl  ,499
-1,autocorrect changes actual words to other words but when i spell an actual word wrong it doesn't correct it? fuck yall niggas @apple,677
1,@jon_favreau movie 'chef' so original &amp; well executed. reminded me of the days steve jobs dreaming up @apple and then created the #iphone,411
0,"@apple [#apple] #patents an #iphone drop protection mechanism that changes device .... (#tuesday, 2 #december) ",2017
0,apple intraday comments - last update - premium users  #aapl #stockaction #trading #stocks #mkt ,1340
0,what happened to apple inc?     #aapl #apple @moneypress ,83
-1,what the hell is this 5gbs of 'other' data on my phone @apple?????????,234
1,"if i tweet about nandos my phone puts it in caps, i like the iphone six, it knows my favourite restaurant. good phone gg @apple",952
0,"apple:dec 2 trading daily profit $3.34/sh, weekly profits of $13.37/sh  #aapl #stockaction #trading #stocks #mkt   ",443
0,wells fargo continues promoting apple pay with new advertisement  #aapl,298
0,let's not forget that press effects stock @apple to defend against ipod antitrust suit ,202
0,foxbustv:  is it time to start buying #apple? |  #aapl,23
0,how in the heck isn't there a taco emoji? @apple,290
-1,#aapl:steve jobs emails featured in apple ipod u.s. antitrust trial...,83
0,"trade $aapl #free nightly updates are #posted here on #twitter, or you can visit the #trade #aapl free #website here ",862
-1,".@sony named 'most-desired brand' during #blackfriday &amp; #cybermonday, beating #tech rival @apple:  via @thedrum",98
0,strategic steps towards full-time #trading   #stocks #futures #forex #trader #es  #baba #aapl #gpro #fb #eem #esignal,472
0,results of our' #mobility pilothouse program. @att  @cisco @apple see which had the most loyal customers. ,446
0,"@optionmonster imho, #oil is going lower, no reason not to, no bottom here. also, btw #aapl is going $200. @cnbcclosingbell #boldstatement",608
0,rt @newsmintapp: #aapl:steve jobs emails featured in apple ipod u.s. antitrust trial...,842
